,Users,Movie,Rating
875,176,Big Hero 6,9.5
876,176,A Street Cat Named Bob,7.8
877,176,District 9,8.2
878,176,The Pursuit of Happyness,8.8
879,176,The Warriors Gate,6.9
880,177,El secreto de sus ojos,6.3
881,177,Sex and the City 2,9.8
882,177,Only for One Night,8.7
883,177,Neighbors 2: Sorority Rising,3.1
884,177,Transformers: Revenge of the Fallen,4
885,178,The Imaginarium of Doctor Parnassus,9.2
886,178,Taare Zameen Par,4.3
887,178,The Lego Movie,7.8
888,178,The Illusionist,4.8
889,178,Revolutionary Road,9
890,179,Now You See Me,9.6
891,179,Enchanted,3.1
892,179,The Hunger Games: Catching Fire,4.6
893,179,Super,9.6
894,179,Sisters,7.8
895,180,Up,9.6
896,180,Insurgent,3.6
897,180,Filth,9.1
898,180,All Good Things,2.7
899,180,Loving,2.1
900,181,Public Enemies,8.9
901,181,Source Code,5.7
902,181,Into the Wild,2.2
903,181,2307: Winter's Dream,7.3
904,181,The Babadook,6.1
905,182,Bacalaureat,7.9
906,182,Shut In,8
907,182,Shut In,9.3
908,182,Rise of the Planet of the Apes,3.9
909,182,Max Steel,5.1
910,183,Miss Sloane,9.3
911,183,Resident Evil: Retribution,9.8
912,183,Sisters,7.7
913,183,The Purge: Election Year,3.9
914,183,Pan,9.7
915,184,Equals,4
916,184,The Twilight Saga: Eclipse,2.2
917,184,Nocturnal Animals,2.7
918,184,USS Indianapolis: Men of Courage,7.1
919,184,Megamind,5.7
920,185,Black Swan,2.7
921,185,Transformers: Revenge of the Fallen,9.7
922,185,Now You See Me 2,4.6
923,185,Taare Zameen Par,9
924,185,The Autopsy of Jane Doe,5
925,186,Queen of Katwe,6.7
926,186,Hacker,3.4
927,186,Resident Evil: Retribution,2.7
928,186,The VVitch: A New-England Folktale,5.8
929,186,Ouija: Origin of Evil,9.2
930,187,Mean Dreams,5.3
931,187,What If,3.9
932,187,Centurion,5.3
933,187,Real Steel,4.4
934,187,Barbershop: The Next Cut,8.8
935,188,Zootopia,9
936,188,There Will Be Blood,4.9
937,188,Noah,5.6
938,188,American Wrestler: The Wizard,6.6
939,188,Paper Towns,7
940,189,Rupture,6.9
941,189,The Best of Me,7.1
942,189,The Bad Batch,5.4
943,189,Pacific Rim,9
944,189,Blue Valentine,9.9
945,190,13 Hours,8.9
946,190,Teenage Mutant Ninja Turtles: Out of the Shadows,5.5
947,190,Captain Fantastic,2.1
948,190,Green Room,4.2
949,190,Under the Skin,3.4
950,191,Grimsby,4.7
951,191,Fences,6.3
952,191,The Lovely Bones,4.6
953,191,The Adjustment Bureau,6.4
954,191,The Expendables,6.7
955,192,The Avengers,5.1
956,192,Star Wars: Episode VII - The Force Awakens,4.9
957,192,This Beautiful Fantastic,5.9
958,192,Elysium,6.4
959,192,Planet Terror,4.2
960,193,Percy Jackson & the Olympians: The Lightning Thief,9.7
961,193,Christine,2.5
962,193,Nightcrawler,4.9
963,193,Twilight,9.2
964,193,Sing,3.1
965,194,The Danish Girl,6.7
966,194,21 Jump Street,9.1
967,194,Mother's Day,9.2
968,194,Sherlock Holmes: A Game of Shadows,7.2
969,194,Manchester by the Sea,6.1
970,195,Lída Baarová,5.5
971,195,Talladega Nights: The Ballad of Ricky Bobby,2.7
972,195,Annie,9.3
973,195,Clash of the Titans,3.4
974,195,Moonrise Kingdom,7.6
975,196,The Skin I Live In,8.9
976,196,Hot Fuzz,2.4
977,196,Big Hero 6,8.5
978,196,The Descendants,7.8
979,196,Miss Peregrine's Home for Peculiar Children,2
980,197,2307: Winter's Dream,4.1
981,197,The Infiltrator,5.6
982,197,The Whole Truth,6.9
983,197,The Strangers,7.6
984,197,Horns,3.2
985,198,The Incredible Hulk,7.4
986,198,Florence Foster Jenkins,6.7
987,198,The Warriors Gate,3.7
988,198,Into the Forest,6.8
989,198,Body of Lies,7.8
990,199,The Age of Adaline,4
991,199,Don't Fuck in the Woods,7.2
992,199,Idiocracy,9.3
993,199,Sweeney Todd: The Demon Barber of Fleet Street,7.4
994,199,The Gunman,2.7
995,200,The Big Short,5.7
996,200,Blood Father,5.8
997,200,Knight of Cups,2
998,200,Good Kids,2.9
999,200,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",4.1
1000,201,True Grit,3.7
1001,201,Twin Peaks: The Missing Pieces,8.9
1002,201,Noah,3.3
1003,201,Immortals,5.5
1004,201,Unstoppable,6.6
1005,202,Sweeney Todd: The Demon Barber of Fleet Street,4.9
1006,202,Don't Breathe,4
1007,202,Seventh Son,9.7
1008,202,Mamma Mia!,5
1009,202,Men in Black 3,3.9
1010,203,Remember Me,8.4
1011,203,Queen of Katwe,6.3
1012,203,Creed,4
1013,203,Into the Woods,9.3
1014,203,Fracture,4.2
1015,204,Carol,8.8
1016,204,Zootopia,4
1017,204,The Adjustment Bureau,8.1
1018,204,The Stanford Prison Experiment,2.9
1019,204,Revolutionary Road,9.8
1020,205,The Expendables 2,4
1021,205,Seventh Son,2.3
1022,205,Nocturnal Animals,3.3
1023,205,Law Abiding Citizen,5.6
1024,205,Sin City: A Dame to Kill For,3.5
1025,206,Now You See Me 2,5.1
1026,206,Nocturnal Animals,3.5
1027,206,Sausage Party,9.5
1028,206,American Pastoral,6.9
1029,206,Locke,8.2
1030,207,Solace,5.2
1031,207,RocknRolla,9
1032,207,Rise of the Planet of the Apes,8.1
1033,207,Hercules,2.4
1034,207,Your Highness,4.5
1035,208,Sleight,5
1036,208,The Last Airbender,2
1037,208,Carol,9.4
1038,208,White House Down,3
1039,208,Bridge to Terabithia,8.5
1040,209,Straight Outta Compton,5.8
1041,209,Scott Pilgrim vs. the World,3.3
1042,209,The Huntsman: Winter's War,6.7
1043,209,The Theory of Everything,2.6
1044,209,Crawlspace,3.4
1045,210,Hellboy II: The Golden Army,4.3
1046,210,Blackhat,5.2
1047,210,Half of a Yellow Sun,6.5
1048,210,Let's Be Cops,9.8
1049,210,What We Do in the Shadows,7.4
1050,211,Brimstone,4.4
1051,211,Relatos salvajes,6.8
1052,211,Sing,7
1053,211,The Choice,3.7
1054,211,The Last Witch Hunter,3.7
1055,212,Blackhat,7.5
1056,212,Kimi no na wa,8.8
1057,212,Olympus Has Fallen,6.6
1058,212,Locke,3.6
1059,212,Jack Ryan: Shadow Recruit,2.5
1060,213,Frantz,9.6
1061,213,Unknown,6
1062,213,Lion,4.5
1063,213,Slumdog Millionaire,2.5
1064,213,Bahubali: The Beginning,6.2
1065,214,I Spit on Your Grave,9.7
1066,214,1408,6.4
1067,214,The Black Room,9.4
1068,214,Office Christmas Party,5.4
1069,214,Jack Ryan: Shadow Recruit,7.3
1070,215,The Secret Life of Walter Mitty,4.7
1071,215,A Bigger Splash,3.1
1072,215,The Invitation,8.8
1073,215,Rock Dog,6.9
1074,215,The Illusionist,4.6
1075,216,Inside Man,4.6
1076,216,Hancock,8.6
1077,216,Little Miss Sunshine,3.4
1078,216,Out of the Furnace,9.2
1079,216,The Proposal,8.4
1080,217,Avengers: Age of Ultron,8.2
1081,217,Bridge of Spies,3.8
1082,217,The Girl with All the Gifts,3
1083,217,Eastern Promises,6.9
1084,217,Seven Pounds,5.2
1085,218,Below Her Mouth,4
1086,218,The Light Between Oceans,3.4
1087,218,Bridesmaids,7.2
1088,218,Perfume: The Story of a Murderer,4.9
1089,218,The Heartbreak Kid,6.8
1090,219,Enchanted,9.1
1091,219,Rupture,8.5
1092,219,Dallas Buyers Club,6
1093,219,Dredd,6.2
1094,219,A Quiet Passion,7.7
1095,220,USS Indianapolis: Men of Courage,9.2
1096,220,Marie Antoinette,3
1097,220,Lucky Number Slevin,5.7
1098,220,Jason Bourne,9.1
1099,220,The Fountain,8.6
1100,221,Insurgent,9.1
1101,221,The Gambler,5.9
1102,221,Rocky Balboa,2.6
1103,221,True Crimes,6.4
1104,221,Nocturnal Animals,2.2
1105,222,Fury,7.6
1106,222,King Cobra,5.2
1107,222,Les Misérables,6.8
1108,222,Fast & Furious,5.9
1109,222,Triangle,8.2
1110,223,The Fighter,7.4
1111,223,The Girl on the Train,6.4
1112,223,The Incredible Hulk,9.5
1113,223,The Daughter,4.5
1114,223,Warrior,8
1115,224,Taken,9.2
1116,224,The Stakelander,9.6
1117,224,Maze Runner: The Scorch Trials,4.2
1118,224,Now You See Me 2,7.6
1119,224,Kicks,3.8
1120,225,The House Bunny,8.3
1121,225,Drive,7.7
1122,225,(500) Days of Summer,9.4
1123,225,The Fault in Our Stars,7.4
1124,225,Burnt,7.5
1125,226,This Is 40,3.1
1126,226,Superbad,9.6
1127,226,Harry Potter and the Deathly Hallows: Part 1,9.3
1128,226,Fracture,4.1
1129,226,Neighbors,2.7
1130,227,Babel,6.4
1131,227,Cloud Atlas,9.4
1132,227,The Love Witch,2.1
1133,227,300,8.9
1134,227,Silent Hill,6.7
1135,228,Total Recall,2
1136,228,Keeping Up with the Joneses,3.7
1137,228,War on Everyone,8.9
1138,228,Pitch Perfect 2,8.7
1139,228,Tracktown,3.4
1140,229,Cars 2,7.4
1141,229,All Good Things,4.6
1142,229,Need for Speed,3.1
1143,229,Hell or High Water,5.5
1144,229,A Hologram for the King,4.6
1145,230,Step Up 2: The Streets,4.8
1146,230,Fast & Furious,8.2
1147,230,A Bigger Splash,5.9
1148,230,The Lucky One,4
1149,230,Busanhaeng,5
1150,231,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,7.8
1151,231,The Thinning,9.4
1152,231,42,9.3
1153,231,I Am Legend,5.2
1154,231,Minions,5.2
1155,232,Sleeping with Other People,8.1
1156,232,Star Trek Beyond,8.6
1157,232,Brimstone,8.5
1158,232,Dawn of the Planet of the Apes,2.5
1159,232,The Twilight Saga: Eclipse,6.7
1160,233,That Awkward Moment,4.9
1161,233,Across the Universe,8.1
1162,233,The Place Beyond the Pines,7.3
1163,233,Half of a Yellow Sun,5.5
1164,233,The Host,4.3
1165,234,Bonjour Anne,4.7
1166,234,After Earth,5.6
1167,234,Zoolander 2,4.1
1168,234,Men in Black 3,3.8
1169,234,The Longest Ride,3
1170,235,Conan the Barbarian,2
1171,235,A Kind of Murder,5.7
1172,235,Moana,3.7
1173,235,Absolutely Anything,9
1174,235,The Kings of Summer,6.3
1175,236,Paul,9.8
1176,236,The Assignment,9.4
1177,236,Kick-Ass,7.4
1178,236,22 Jump Street,8.6
1179,236,Martyrs,8.7
1180,237,Life of Pi,9.1
1181,237,Resident Evil: The Final Chapter,7.3
1182,237,Lída Baarová,2.8
1183,237,Christine,4.3
1184,237,The Boy Next Door,5.6
1185,238,Footloose,7.1
1186,238,Dear Zindagi,4.2
1187,238,American Hustle,4.5
1188,238,The Neighbor,8.9
1189,238,Harry Potter and the Deathly Hallows: Part 2,9.5
1190,239,Woman in Gold,8.5
1191,239,Dracula Untold,6.8
1192,239,Office Christmas Party,8.3
1193,239,P.S. I Love You,5.9
1194,239,Wrecker,6.3
1195,240,Dredd,2.6
1196,240,Rise of the Planet of the Apes,5.6
1197,240,Red Dawn,5.4
1198,240,Melancholia,3.4
1199,240,Spectre,9.8
1200,241,Mission: Impossible III,6.7
1201,241,The Comedian,9.1
1202,241,The Descendants,8
1203,241,42,7.3
1204,241,La vie d'Adèle,5.2
1205,242,The Karate Kid,3
1206,242,City of Tiny Lights,4.4
1207,242,Exposed,3.4
1208,242,The Boy,3.2
1209,242,The Infiltrator,5.4
1210,243,The Mist,9.4
1211,243,Public Enemies,8.9
1212,243,Before I Wake,4.7
1213,243,Blackhat,8.6
1214,243,Final Destination 5,2.2
1215,244,Before I Wake,3.2
1216,244,Crawlspace,8
1217,244,Footloose,5.4
1218,244,A Hologram for the King,8.8
1219,244,The Accountant,9.5
1220,245,Source Code,6.2
1221,245,Gold,2.1
1222,245,Ted,5.6
1223,245,My Big Fat Greek Wedding 2,2.1
1224,245,Olympus Has Fallen,7.7
1225,246,The Strangers,8.5
1226,246,Wrecker,4.9
1227,246,P.S. I Love You,9.7
1228,246,Across the Universe,3.2
1229,246,Filth,2.9
1230,247,Sex and the City,2.5
1231,247,Into the Wild,7
1232,247,Triangle,6.4
1233,247,The Dressmaker,7.7
1234,247,Blair Witch,8.5
1235,248,Death Race,4.9
1236,248,The Hobbit: An Unexpected Journey,7
1237,248,The Last Airbender,7.7
1238,248,"I, Daniel Blake",3.9
1239,248,Sing,8
1240,249,Ex Machina,6
1241,249,The Disappointments Room,5.9
1242,249,Satanic,6.9
1243,249,Demain tout commence,9.9
1244,249,Super,6.2
1245,250,Daddy's Home,3.4
1246,250,White House Down,9.6
1247,250,Magic Mike XXL,2
1248,250,Scouts Guide to the Zombie Apocalypse,4.3
1249,250,Creed,5.8
1250,251,The Comedian,3.7
1251,251,In Time,9
1252,251,True Grit,4.4
1253,251,The 5th Wave,3.6
1254,251,X-Men Origins: Wolverine,6
1255,252,Hostel: Part II,3.2
1256,252,The Grand Budapest Hotel,5.1
1257,252,A Dark Song,9.2
1258,252,Django Unchained,6.4
1259,252,I Origins,8.8
1260,253,Yoga Hosers,6
1261,253,The Babadook,9.5
1262,253,Django Unchained,6.3
1263,253,The Twilight Saga: Breaking Dawn - Part 2,3.8
1264,253,Demain tout commence,4.2
1265,254,Predators,2
1266,254,He's Just Not That Into You,2.7
1267,254,Teenage Mutant Ninja Turtles: Out of the Shadows,6.7
1268,254,Demolition,5.3
1269,254,The Ridiculous 6,5.9
1270,255,Shut In,9.5
1271,255,Spider-Man 3,5.4
1272,255,Inferno,3.6
1273,255,"Love, Rosie",2.8
1274,255,I Am the Pretty Thing That Lives in the House,9.6
1275,256,Gravity,4.9
1276,256,Youth,5.7
1277,256,Melancholia,2.3
1278,256,Don't Fuck in the Woods,8.6
1279,256,28 Weeks Later,5.9
1280,257,"Hail, Caesar!",2.7
1281,257,One Day,3.4
1282,257,Manchester by the Sea,8.7
1283,257,Detour,6.4
1284,257,Keanu,4.9
1285,258,Final Destination 5,7.5
1286,258,Nymphomaniac: Vol. II,9.6
1287,258,The Girl on the Train,3.9
1288,258,Harry Potter and the Order of the Phoenix,6
1289,258,Live by Night,9.6
1290,259,The Secret Life of Walter Mitty,7.5
1291,259,Sully,3.8
1292,259,Equals,6.6
1293,259,The Secret Life of Walter Mitty,5.9
1294,259,Zipper,4.4
1295,260,Riddick,5.3
1296,260,Assassin's Creed,3.1
1297,260,Idiocracy,6.5
1298,260,Their Finest,3.3
1299,260,Scouts Guide to the Zombie Apocalypse,7.3
1300,261,The Assignment,7.1
1301,261,A United Kingdom,9.4
1302,261,"Crazy, Stupid, Love.",9.1
1303,261,Skyfall,5.5
1304,261,No Country for Old Men,5.1
1305,262,Melancholia,3.5
1306,262,Interstellar,5.6
1307,262,Fast & Furious,9.2
1308,262,Goksung,6.1
1309,262,Boyka: Undisputed IV,2.8
1310,263,USS Indianapolis: Men of Courage,2.2
1311,263,Taken 3,6.6
1312,263,The Purge: Election Year,2.2
1313,263,Jurassic World,8.1
1314,263,The Belko Experiment,4.1
1315,264,Sex and the City 2,9.3
1316,264,Pain & Gain,9.1
1317,264,Resident Evil: Retribution,2.4
1318,264,Furious 6,6
1319,264,To Rome with Love,8.3
1320,265,Midnight Special,5.1
1321,265,Sex and the City,9.3
1322,265,Carol,9.9
1323,265,Remember Me,7.1
1324,265,Folk Hero & Funny Guy,3.1
1325,266,Snow White and the Huntsman,7.2
1326,266,The Autopsy of Jane Doe,8.7
1327,266,No Country for Old Men,2.8
1328,266,Rescue Dawn,9.2
1329,266,Rogue One,4.3
1330,267,The Bourne Legacy,3.9
1331,267,Conan the Barbarian,2.5
1332,267,The Invitation,2.7
1333,267,Don Jon,4.4
1334,267,Oblivion,9.7
1335,268,Don Jon,2.6
1336,268,Scott Pilgrim vs. the World,2.1
1337,268,Perfume: The Story of a Murderer,8.8
1338,268,Fifty Shades of Grey,7
1339,268,The Heat,4.3
1340,269,The Grand Budapest Hotel,7
1341,269,Brimstone,4.5
1342,269,Horrible Bosses,4.2
1343,269,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2
1344,269,Christine,6.1
1345,270,Transformers: Age of Extinction,8.2
1346,270,The Hurt Locker,7
1347,270,Footloose,8.2
1348,270,The Blackcoat's Daughter,9
1349,270,Exposed,8.1
1350,271,Tracktown,6.4
1351,271,The Kings of Summer,5.6
1352,271,It's Only the End of the World,6.1
1353,271,Regression,3.7
1354,271,Inside Man,7.1
1355,272,Chappie,8.3
1356,272,Dracula Untold,5
1357,272,"Crazy, Stupid, Love.",9.3
1358,272,Gold,5.4
1359,272,Scream 4,6.3
1360,273,Dallas Buyers Club,3.7
1361,273,Bahubali: The Beginning,3.4
1362,273,Selma,5.9
1363,273,Ouija: Origin of Evil,2.2
1364,273,Begin Again,2.5
1365,274,The Hunger Games: Mockingjay - Part 2,7.4
1366,274,The Blackcoat's Daughter,3.2
1367,274,Mission: Impossible III,6
1368,274,Zoolander 2,3
1369,274,Suicide Squad,4.4
1370,275,The Great Wall,4.8
1371,275,The Walk,8
1372,275,Pain & Gain,4.3
1373,275,Safe Haven,5.6
1374,275,"Hail, Caesar!",7.9
1375,276,This Beautiful Fantastic,3.7
1376,276,August Rush,5.3
1377,276,I Am the Pretty Thing That Lives in the House,7.8
1378,276,Inferno,8.5
1379,276,Carol,9
1380,277,Moonrise Kingdom,8.6
1381,277,10 Years,9.9
1382,277,5/25/1977,3.5
1383,277,We Are Your Friends,3.2
1384,277,Endless Love,8.8
1385,278,Manchester by the Sea,2.8
1386,278,A United Kingdom,6.1
1387,278,Pride and Prejudice and Zombies,4
1388,278,The Love Witch,4.1
1389,278,Before We Go,5.1
1390,279,Hell or High Water,5.2
1391,279,Lone Survivor,6.4
1392,279,Sing Street,5.6
1393,279,Big Hero 6,8
1394,279,X: First Class,2
1395,280,Sex and the City,6.2
1396,280,The Book of Life,2.6
1397,280,Wanted,5.5
1398,280,Thor,2.7
1399,280,The Gambler,3.5
1400,281,Daddy's Home,7
1401,281,Secret in Their Eyes,4.4
1402,281,Angry Birds,4.7
1403,281,Sweeney Todd: The Demon Barber of Fleet Street,7.2
1404,281,Hairspray,6.7
1405,282,Legend,2.4
1406,282,The Amazing Spider-Man 2,7.9
1407,282,Concussion,8.3
1408,282,Moon,4.5
1409,282,The Family,7
1410,283,Casino Royale,3
1411,283,Jagten,3.9
1412,283,Blair Witch,8.9
1413,283,Furious 6,2.5
1414,283,Crimson Peak,7
1415,284,Home,3.4
1416,284,Step Up 2: The Streets,6.8
1417,284,The Guest,2.8
1418,284,Search Party,6.7
1419,284,Jumper,7.6
1420,285,Casino Royale,6.9
1421,285,Kung Fu Panda,4.2
1422,285,Escape Plan,6.2
1423,285,Magic Mike XXL,3.5
1424,285,The Green Inferno,9.5
1425,286,The Longest Ride,3.9
1426,286,The Place Beyond the Pines,9.4
1427,286,Toni Erdmann,9.5
1428,286,A Kind of Murder,9.3
1429,286,X: First Class,3.5
1430,287,Footloose,9.3
1431,287,Green Room,5.9
1432,287,Bronson,4.1
1433,287,Law Abiding Citizen,9.8
1434,287,Rambo,9.9
1435,288,Lady in the Water,2.1
1436,288,21 Jump Street,5.8
1437,288,Chalk It Up,8.9
1438,288,28 Weeks Later,5.5
1439,288,21 Jump Street,9.7
1440,289,Savages,9.4
1441,289,Anthropoid,4.1
1442,289,True Crimes,9.4
1443,289,Sausage Party,5.5
1444,289,Realive,2.6
1445,290,Man on a Ledge,6.6
1446,290,Law Abiding Citizen,8.9
1447,290,This Is the End,7.7
1448,290,Inglourious Basterds,2.9
1449,290,La migliore offerta,5.2
1450,291,Changeling,2.4
1451,291,28 Weeks Later,2.2
1452,291,Tangled,8.2
1453,291,Bronson,4.8
1454,291,District 9,5.3
1455,292,The Ticket,3.7
1456,292,The Incredible Hulk,8.4
1457,292,The Bourne Legacy,8.8
1458,292,I Spit on Your Grave,3.8
1459,292,The Lovely Bones,5.9
1460,293,Blood Diamond,5.9
1461,293,Entourage,8.8
1462,293,Children of Men,3
1463,293,Independence Day: Resurgence,5.7
1464,293,Eastern Promises,2.4
1465,294,Star Trek,2.8
1466,294,Maleficent,6.7
1467,294,The Edge of Seventeen,7.3
1468,294,Straight Outta Compton,6.2
1469,294,Blackhat,9.7
1470,295,Lowriders,5.3
1471,295,Sin City: A Dame to Kill For,2.3
1472,295,Law Abiding Citizen,3.3
1473,295,Maudie,8.9
1474,295,Watchmen,4.6
1475,296,Il racconto dei racconti - Tale of Tales,5.8
1476,296,Hostel: Part II,2.5
1477,296,Secret in Their Eyes,2.3
1478,296,Star Trek Beyond,8.8
1479,296,Just Go with It,8
1480,297,Allied,2.7
1481,297,Zoolander 2,2.2
1482,297,Slumdog Millionaire,9.7
1483,297,Brimstone,3.1
1484,297,Fast Five,8.1
1485,298,High-Rise,6.1
1486,298,The Intouchables,5.1
1487,298,Self/less,4.4
1488,298,Pandorum,7.4
1489,298,Mr. Nobody,2.2
1490,299,Coraline,7.8
1491,299,The Daughter,3.7
1492,299,Fallen,6
1493,299,The Love Witch,3.9
1494,299,Manchester by the Sea,7.7
1495,300,Equals,4.9
1496,300,Imperium,9
1497,300,Star Trek Beyond,5.9
1498,300,Only for One Night,7.6
1499,300,Exposed,6
1500,301,Frozen,5.5
1501,301,Chuck,4.8
1502,301,Bridget Jones's Baby,2.9
1503,301,Furious Seven,9.1
1504,301,PK,8.8
1505,302,Sing,2
1506,302,The Twilight Saga: Breaking Dawn - Part 2,4
1507,302,Bacalaureat,9.9
1508,302,The Skin I Live In,3
1509,302,Bridget Jones's Baby,8.2
1510,303,The Break-Up,7.5
1511,303,Iron Man Three,8.1
1512,303,The Best of Me,7.1
1513,303,The Karate Kid,8.9
1514,303,Hugo,2.8
1515,304,Snowpiercer,2.7
1516,304,The Master,3.6
1517,304,Deepwater Horizon,4.2
1518,304,Lion,6.9
1519,304,Australia,4.1
1520,305,Bad Moms,5
1521,305,Across the Universe,2.2
1522,305,The Illusionist,9.7
1523,305,San Andreas,9.2
1524,305,The Equalizer,7.9
1525,306,Don't Breathe,6
1526,306,Dope,5.6
1527,306,Old Boy,4.8
1528,306,Star Trek,6.1
1529,306,X-Men: Apocalypse,8.3
1530,307,Loving,5.5
1531,307,Seven Pounds,5.8
1532,307,Handsome Devil,5.5
1533,307,The Last Witch Hunter,3.5
1534,307,Trust,2.5
1535,308,Bad Moms,6
1536,308,Man on a Ledge,9.8
1537,308,The VVitch: A New-England Folktale,7.9
1538,308,Underworld Awakening,4.6
1539,308,Hostel: Part II,5.7
1540,309,The Choice,5.9
1541,309,Sex and the City 2,9.7
1542,309,Teenage Mutant Ninja Turtles,3.8
1543,309,Sisters,8.9
1544,309,Man on a Ledge,8
1545,310,Star Trek,7.3
1546,310,Vicky Cristina Barcelona,7.8
1547,310,Knocked Up,9.6
1548,310,Horns,2.1
1549,310,Zack and Miri Make a Porno,3.8
1550,311,Love & Friendship,4.9
1551,311,August Rush,2.3
1552,311,No Strings Attached,3.1
1553,311,Kubo and the Two Strings,3.1
1554,311,Hotel Transylvania 2,7.1
1555,312,Mr. Right,4.8
1556,312,The Maze Runner,6.4
1557,312,The Autopsy of Jane Doe,5.9
1558,312,The Blind Side,4.6
1559,312,Tramps,3.5
1560,313,The Infiltrator,5.9
1561,313,The Legend of Tarzan,6.5
1562,313,The Bourne Ultimatum,7.4
1563,313,Sully,5.6
1564,313,Paul,9.1
1565,314,Ocean's Thirteen,4.1
1566,314,It Follows,2.4
1567,314,Tangled,8.5
1568,314,Centurion,6.1
1569,314,Triangle,5.7
1570,315,Resident Evil: Afterlife,9.8
1571,315,31,6.3
1572,315,You Don't Mess with the Zohan,6
1573,315,Lavender,8.6
1574,315,Savages,7.3
1575,316,21 Jump Street,9.1
1576,316,Immortals,7.1
1577,316,Saving Mr. Banks,9
1578,316,Suicide Squad,9.5
1579,316,Iron Man,9
1580,317,PK,7.7
1581,317,Fantastic Beasts and Where to Find Them,2.6
1582,317,Green Room,3.6
1583,317,Jagten,7.2
1584,317,The Girl Next Door,4.4
1585,318,Oblivion,6.9
1586,318,Seventh Son,4.6
1587,318,Martyrs,3.1
1588,318,Grown Ups,9.4
1589,318,The Visit,3.9
1590,319,The Disappointments Room,6.2
1591,319,Need for Speed,5
1592,319,Pompeii,9
1593,319,Toni Erdmann,2.9
1594,319,Lowriders,5.8
1595,320,Search Party,9
1596,320,The Girl with All the Gifts,5.8
1597,320,A Monster Calls,4.7
1598,320,Freedom Writers,9
1599,320,Mommy,9.6
1600,321,Imperium,8.5
1601,321,Guardians of the Galaxy,8.9
1602,321,Talladega Nights: The Ballad of Ricky Bobby,9.9
1603,321,The Hateful Eight,6.1
1604,321,The 9th Life of Louis Drax,6.6
1605,322,Life as We Know It,7.5
1606,322,The Lobster,5.5
1607,322,Snowpiercer,4.9
1608,322,The Devil Wears Prada,2.5
1609,322,"Love, Rosie",2.8
1610,323,Beowulf,3.8
1611,323,The Cabin in the Woods,4.2
1612,323,The Illusionist,3.2
1613,323,Collateral Beauty,6.6
1614,323,American Sniper,6.7
1615,324,Sing,3.7
1616,324,Fallen,6.5
1617,324,Despicable Me 2,9.1
1618,324,Solace,9
1619,324,The BFG,3.8
1620,325,The Love Witch,2.3
1621,325,Turbo Kid,9.5
1622,325,Beyond the Gates,2
1623,325,Fast & Furious,6.4
1624,325,Office Christmas Party,6.1
1625,326,Green Lantern,5.6
1626,326,Forushande,9.6
1627,326,Life as We Know It,7.5
1628,326,The Love Witch,8.9
1629,326,Relatos salvajes,5.1
1630,327,12 Years a Slave,3.6
1631,327,Final Girl,4.9
1632,327,Mission: Impossible - Ghost Protocol,6.5
1633,327,Legion,5
1634,327,22 Jump Street,9.3
